Client,Route_Name,Start_Point,End_Point,Route_Type,Pickup_Time,Departure_Time,Price_Excl_VAT,Capacity
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Купчино),"Волхонское шоссе, 108",Ст.м. Купчино,1/2 круга,08:20:00,08:30:00,3500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Купчино),"Витебский пр., 101к1 (Ст.м. Купчино)","Волхонское шоссе, 108",1/2 круга,18:50:00,19:00:00,3500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Купчино),"Волхонское шоссе, 108",Ст.м. Купчино,1/2 круга,20:20:00,20:30:00,3500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ЖК Солнечный город),"Проспект Ветеранов, 168","Волхонское шоссе, 108",1/2 круга,14:55:00,15:05:00,4500.0,55.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ЖК Солнечный город),"Волхонское шоссе, 108","Проспект Ветеранов, 168",1/2 круга,15:55:00,16:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ЖК Солнечный город),"Волхонское шоссе, 108","Проспект Ветеранов, 168",1/2 круга,16:05:00,16:15:00,4500.0,55.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ЖК Солнечный город),"Проспект Ветеранов, 168","Волхонское шоссе, 108с5",1/2 круга,21:55:00,22:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ЖК Солнечный город),"Волхонское шоссе, 108с5","Проспект Ветеранов, 168",1/2 круга,23:05:00,23:15:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,08:55:00,09:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),"Волхонское шоссе, 108",Ст.м. Проспект Ветеранов,1/2 круга,09:55:00,10:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,10:55:00,11:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),"Волхонское шоссе, 108",Ст.м. Проспект Ветеранов,1/2 круга,11:55:00,12:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,14:55:00,15:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,14:55:00,15:05:00,4500.0,55.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),"Волхонское шоссе, 108",Ст.м. Проспект Ветеранов,1/2 круга,15:55:00,16:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),"Волхонское шоссе, 108",Ст.м. Проспект Ветеранов,1/2 круга,16:05:00,16:15:00,4500.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),"Волхонское шоссе, 108",Ст.м. Проспект Ветеранов,1/2 круга,16:05:00,16:15:00,4500.0,55.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108с5",1/2 круга,21:55:00,22:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),"Волхонское шоссе, 108с5",Ст.м. Проспект Ветеранов,1/2 круга,22:55:00,23:05:00,2250.0,19.0
Интернет-Решения ДС Волхонский,OZON Понссе (ст.м. Ветеранов),Дачный 19к1,"Понссе, 20",1/2 круга,08:10:00,08:15:00,2500.0,19.0
Интернет-Решения ДС Волхонский,OZON Понссе (ст.м. Ветеранов),"Понссе, 20",Дачный 19к1,1/2 круга,09:05:00,09:15:00,2500.0,19.0
Интернет-Решения ДС Волхонский,OZON Понссе (ст.м. Ветеранов),"Понссе, 20",Дачный 19к1,Прямой,17:50:00,18:00:00,1500.0,8.0
Интернет-Решения ДС Волхонский,OZON Понссе (ст.м. Ветеранов),Дачный 19к1,"Понссе, 20",1/2 круга,20:05:00,20:15:00,2500.0,19.0
Интернет-Решения ДС Волхонский,OZON Понссе (ст.м. Ветеранов),"Понссе, 20",Дачный 19к1,1/2 круга,21:05:00,21:15:00,2500.0,19.0
Интернет-Решения ЛЦ Горское,OZON ЛЦ Горское (Кудрово),"Кудрово, Новая ул.","Парголово, Горское ш., 6с16",1/2 круга,06:40:00,06:50:00,2500.0,19.0
Интернет-Решения ЛЦ Горское,OZON ЛЦ Горское (Кудрово),"Парголово, Горское ш., 6с16","Кудрово, Новая ул.",1/2 круга,08:10:00,08:20:00,2500.0,19.0
Интернет-Решения ЛЦ Горское,OZON ЛЦ Горское (Кудрово),"Кудрово, Новая ул.","Парголово, Горское ш., 6с16",1/2 круга,18:40:00,18:50:00,2500.0,19.0
Интернет-Решения ЛЦ Горское,OZON ЛЦ Горское (Кудрово),"Парголово, Горское ш., 6с16","Кудрово, Новая ул.",1/2 круга,20:10:00,20:20:00,2500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Сертолово),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)","Сертолово-2, ЖК Новое Сертолово",Прямой,11:20:00,11:30:00,4000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Сертолово),"Сертолово-2, ЖК Новое Сертолово","п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,22:00:00,22:10:00,4000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Девяткино),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Девяткино,Прямой,11:20:00,11:30:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Девяткино),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Девяткино,Прямой,11:20:00,11:30:00,5000.0,35.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Девяткино),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Девяткино,Прямой,11:20:00,11:30:00,5000.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Девяткино),Ст.м. Девяткино,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Девяткино),Ст.м. Девяткино,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,5000.0,35.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Девяткино),Ст.м. Девяткино,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,5000.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Парнас),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Парнас,Прямой,11:15:00,11:30:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Парнас),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Парнас,Прямой,11:15:00,11:30:00,5000.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Парнас),Ст.м. Парнас,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,22:00:00,22:15:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Парнас),Ст.м. Парнас,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,22:00:00,22:15:00,5000.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Пионерская),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Пионерская,Прямой,11:30:00,11:30:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Пионерская),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Пионерская,Прямой,11:30:00,11:30:00,5000.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Пионерская),Ст.м. Пионерская,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Пионерская),Ст.м. Пионерская,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,5000.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,09:05:00,09:20:00,1500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,09:05:00,09:20:00,4500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,11:15:00,11:30:00,1500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,11:15:00,11:30:00,2500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,11:15:00,11:30:00,2500.0,35.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,11:15:00,11:30:00,4500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,11:15:00,11:30:00,2500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,11:55:00,12:10:00,1500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,11:55:00,12:10:00,4500.0,30.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,11:55:00,12:10:00,2500.0,35.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,11:55:00,12:10:00,2500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,20:15:00,20:30:00,4500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),пр-т Просвещнеия 34Г (автобусная остановка),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,20:15:00,20:30:00,2500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,21:05:00,21:20:00,1500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,21:05:00,21:20:00,4500.0,30.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,21:05:00,21:20:00,2500.0,35.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,21:05:00,21:20:00,2500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,21:55:00,22:10:00,1500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:55:00,22:10:00,2500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,21:55:00,22:10:00,2500.0,35.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:55:00,22:10:00,4500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,21:55:00,22:10:00,2500.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,23:15:00,23:30:00,2500.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Старая Деревня),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Старая Деревня,Прямой,11:20:00,11:30:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Старая Деревня),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Старая Деревня,Прямой,11:20:00,11:30:00,5000.0,55.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Старая Деревня),"Ст.м. Старая Деревня, Гаккелевская ул.","п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,3000.0,19.0
Интернет-Решения ЛЦ Парголово,OZON Парголово (Ст.м. Старая Деревня),"Ст.м. Старая Деревня, Гаккелевская ул.","п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,5000.0,55.0
Интернет-Решения ЛЦ Шушары,OZON Купчино (дети),Ст.м. Купчино,"Московское ш., 145с10",Прямой,11:30:00,11:40:00,6000.0,19.0
Интернет-Решения ЛЦ Шушары,OZON Купчино (дети),Ст.м. Купчино,"Московское ш., 145с10",Прямой,11:30:00,11:40:00,8000.0,35.0
Интернет-Решения ЛЦ Шушары,OZON Купчино (дети),"Московское ш., 145с10",Ст.м. Купчино,Прямой,20:30:00,20:40:00,6000.0,19.0
Интернет-Решения ЛЦ Шушары,OZON Купчино (дети),"Московское ш., 145с10",Ст.м. Купчино,Прямой,20:30:00,20:40:00,8000.0,35.0
Интернет-Решения ЛЦ Шушары,OZON ЛЦ Шушары (Ст.м. Ладожская),Ст.м. Ладожская,"Московское ш., 145с10",1/2 круга,08:15:00,08:30:00,4000.0,55.0
Интернет-Решения ЛЦ Шушары,OZON ЛЦ Шушары (Ст.м. Ладожская),"Московское ш., 145с10",Ст.м. Ладожская,1/2 круга,10:15:00,10:30:00,4000.0,55.0
Интернет-Решения ЛЦ Шушары,OZON ЛЦ Шушары (Ст.м. Ладожская),Ст.м. Ладожская,"Московское ш., 145с10",1/2 круга,20:15:00,20:30:00,4000.0,55.0
Интернет-Решения ЛЦ Шушары,OZON ЛЦ Шушары (Ст.м. Ладожская),"Московское ш., 145с10",Ст.м. Ладожская,1/2 круга,22:20:00,22:30:00,4000.0,55.0
Интернет-Решения РЦ Бугры,OZON РЦ Бугры (Ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 58к1",Прямой,08:10:00,08:20:00,3325.0,20.0
Интернет-Решения РЦ Бугры,OZON РЦ Бугры (Ст.м. Девяткино),"Бугры, Шоссейная ул., 58к1",Ст.м. Девяткино,Прямой,21:05:00,21:15:00,3325.0,20.0
Интернет-Решения РЦ Бугры,OZON РЦ Бугры (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 58к1",Прямой,08:10:00,08:20:00,3325.0,20.0
Интернет-Решения РЦ Бугры,OZON РЦ Бугры (Ст.м. Просвещения),"Бугры, Шоссейная ул., 58к1",Ст.м. Проспект Просвещения,Прямой,21:05:00,21:15:00,3325.0,20.0
Интернет-Решения Раум Бугры,OZON Раум Бугры (Ст.м. Девяткино),Ст.м. Девяткино,"КАД, 23-й километр, внутреннее кольцо, 2",1/2 круга,08:05:00,08:15:00,2950.0,19.0
Интернет-Решения Раум Бугры,OZON Раум Бугры (Ст.м. Девяткино),"КАД, 23-й километр, внутреннее кольцо, 2",Ст.м. Девяткино,1/2 круга,09:05:00,09:15:00,2950.0,19.0
Интернет-Решения Раум Бугры,OZON Раум Бугры (Ст.м. Девяткино),Ст.м. Девяткино,"КАД, 23-й километр, внутреннее кольцо, 2",1/2 круга,20:05:00,20:15:00,2950.0,19.0
Интернет-Решения Раум Бугры,OZON Раум Бугры (Ст.м. Девяткино),"КАД, 23-й километр, внутреннее кольцо, 2",Ст.м. Девяткино,1/2 круга,21:05:00,21:15:00,2950.0,19.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 141/143",1/2 круга,06:35:00,06:45:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 141/143",1/2 круга,06:40:00,06:50:00,3750.0,35.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,3750.0,35.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 141/143",1/2 круга,18:35:00,18:45:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 141/143",1/2 круга,18:40:00,18:50:00,3750.0,35.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,3750.0,35.0
Интернет-Решения ФФ Шушары,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),"ул. Дыбенко, 27к4","Московское ш., 141/143",1/2 круга,06:45:00,06:50:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),Ст.м. Дыбенко,"Московское ш.,143",1/2 круга,06:40:00,07:05:00,3500.0,19.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),Ст.м. Дыбенко,"Московское ш.,143",1/2 круга,07:00:00,07:05:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),"Московское ш., 141/143",Ст.м.Дыбенко,1/2 круга,08:15:00,08:30:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),"Московское ш., 143","ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,3500.0,19.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),"ул. Дыбенко, 27к4","Московское ш., 141/143",1/2 круга,18:45:00,18:50:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),Ст.м. Дыбенко,"Московское ш., 143",1/2 круга,19:00:00,19:05:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),"Московское ш., 141/143",Ст.м.Дыбенко,1/2 круга,20:15:00,20:30:00,3750.0,55.0
Интернет-Решения ФФ Шушары,OZON Дыбенко (ФФ),"Московское ш., 143",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,3750.0,55.0
Логистик Систем,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,06:20:00,06:30:00,3000.0,19.0
Логистик Систем,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,06:20:00,06:30:00,3900.0,50.0
Логистик Систем,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,08:20:00,08:30:00,3900.0,50.0
Логистик Систем,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,3000.0,19.0
Логистик Систем,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,3900.0,50.0
Логистик Систем,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",Прямой,10:15:00,10:30:00,5000.0,19.0
Логистик Систем,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,10:15:00,10:30:00,3900.0,50.0
Логистик Систем,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,18:20:00,18:30:00,3000.0,19.0
Логистик Систем,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,18:20:00,18:30:00,3900.0,50.0
Логистик Систем,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,20:20:00,20:30:00,3900.0,50.0
Логистик Систем,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,3000.0,19.0
Логистик Систем,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,3900.0,50.0
Логистик Систем,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",Прямой,20:40:00,20:50:00,5000.0,19.0
Логистик Систем,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,22:15:00,22:30:00,3900.0,50.0
Логистик Систем,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,06:50:00,07:00:00,3500.0,50.0
Логистик Систем,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,1/2 круга,08:15:00,08:30:00,4200.0,20.0
Логистик Систем,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,08:50:00,09:00:00,3500.0,50.0
Логистик Систем,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,Прямой,10:15:00,10:30:00,4000.0,19.0
Логистик Систем,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,1/2 круга,10:15:00,10:30:00,3500.0,50.0
Логистик Систем,OZON Ветеранов,Ст.м. Ветеранов,"Московское ш., 145с10",Прямой,16:35:00,16:45:00,3500.0,19.0
Логистик Систем,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,18:50:00,19:00:00,4200.0,20.0
Логистик Систем,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,18:50:00,19:00:00,3500.0,50.0
Логистик Систем,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,1/2 круга,20:15:00,20:30:00,3500.0,50.0
Логистик Систем,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",Прямой,20:50:00,21:00:00,4000.0,19.0
Логистик Систем,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,20:50:00,21:00:00,3500.0,50.0
Логистик Систем,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,1/2 круга,22:15:00,22:30:00,3500.0,50.0
Логистик Систем,OZON Ветеранов (ПСЦ Софийская),"Дачный пр., 23к1","Софийская, 118 к.4 стр.1",Прямой,06:40:00,06:50:00,3500.0,19.0
Логистик Систем,OZON Гатчина,"Московское ш., 145с10","Гатчина, Варшавский вокзал",Прямой,08:15:00,08:30:00,4000.0,20.0
Логистик Систем,OZON Гатчина,"Московское ш., 145с10","Гатчина, Варшавский вокзал",Прямой,10:15:00,10:30:00,5300.0,20.0
Логистик Систем,OZON Гатчина,"Московское ш., 145с10","Гатчина, Варшавский вокзал",Прямой,10:15:00,10:30:00,8000.0,50.0
Логистик Систем,OZON Гатчина,"Гатчина, Варшавский вокзал","Московское ш., 145с10",Прямой,18:25:00,18:40:00,4000.0,20.0
Логистик Систем,OZON Гатчина,"Гатчина, Варшавский вокзал","Московское ш., 145с10",Прямой,20:25:00,20:40:00,5300.0,20.0
Логистик Систем,OZON Гатчина,"Гатчина, Варшавский вокзал","Московское ш., 145с10",Прямой,20:25:00,20:40:00,8000.0,50.0
Логистик Систем,OZON Гатчина (ФФ),"Гатчина, Балтийский вокзал","Московское ш., 143",Прямой,06:25:00,06:40:00,3700.0,20.0
Логистик Систем,OZON Гатчина (ФФ),"Московское ш., 143","Гатчина, Балтийский вокзал",Прямой,20:15:00,20:30:00,3700.0,20.0
Логистик Систем,OZON Дунайская (ФФ Шушары),Загребский бульвар 23 к.1,"Московское ш., 141-143",Прямой,06:50:00,07:00:00,3500.0,19.0
Логистик Систем,OZON Купчино,Ст.м. Купчино,"Московское ш., 145с10",1/2 круга,06:40:00,06:50:00,3500.0,50.0
Логистик Систем,OZON Купчино,"Московское ш., 145с10",Ст.м. Купчино,1/2 круга,08:15:00,08:30:00,3500.0,50.0
Логистик Систем,OZON Купчино,"Московское ш., 145с10",Ст.м. Купчино,1/2 круга,08:15:00,08:30:00,5000.0,50.0
Логистик Систем,OZON Купчино,Ст.м. Купчино,"Московское ш., 145с10",1/2 круга,08:40:00,08:50:00,3500.0,50.0
Логистик Систем,OZON Купчино,"Московское ш., 145с10",Ст.м. Купчино,1/2 круга,10:15:00,10:30:00,3500.0,50.0
