Client,Route_Name,Start_Point,End_Point,Route_Type,Pickup_Time,Departure_Time,Price_Excl_VAT,Capacity
Интернет-Решения Бугры,OZON Бугры (Всеволожск),"Бугры, Шоссейная ул., 50к1","Всеволожск, Колтушское шоссе, 39Б",1/2 круга,08:15:00,08:30:00,4250.0,30.0
Интернет-Решения Бугры,OZON Бугры (Всеволожск),"Всеволожск, Колтушское шоссе, 39Б","Бугры, Шоссейная ул., 50к1",1/2 круга,18:40:00,18:50:00,4250.0,30.0
Интернет-Решения Бугры,OZON Бугры (Всеволожск),"Бугры, Шоссейная ул., 50к1","Всеволожск, Колтушское шоссе, 39Б",1/2 круга,20:15:00,20:30:00,4250.0,30.0
Интернет-Решения Бугры,OZON Бугры (Заневский),"Заневский пр.,32к2","Бугры, Шоссейная ул., 50к1",1/2 круга,06:30:00,06:40:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (Заневский),"Заневский пр.,32к2","Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (Заневский),"Бугры, Шоссейная ул., 50к1","Заневский пр.,32к2",1/2 круга,08:30:00,08:40:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (Заневский),"Заневский пр.,32к2","Бугры, Шоссейная ул., 50к1",1/2 круга,18:30:00,18:40:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (Заневский),"Бугры, Шоссейная ул., 50к1","Заневский пр.,32к2",1/2 круга,20:15:00,20:30:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (Цветной город),"Васнецовский проспект, 28","Бугры, Шоссейная ул., 50к1",1/2 круга,06:55:00,07:05:00,3500.0,30.0
Интернет-Решения Бугры,OZON Бугры (Цветной город),"Бугры, Шоссейная ул., 50к1","Васнецовский проспект, 28",1/2 круга,08:15:00,08:30:00,3500.0,30.0
Интернет-Решения Бугры,OZON Бугры (Цветной город),"Васнецовский проспект, 28","Бугры, Шоссейная ул., 50к1",1/2 круга,18:55:00,19:05:00,3500.0,30.0
Интернет-Решения Бугры,OZON Бугры (Цветной город),"Бугры, Шоссейная ул., 50к1","Васнецовский проспект, 28",1/2 круга,20:15:00,20:30:00,3500.0,30.0
Интернет-Решения Бугры,OZON Бугры (Янино-1),"Янино-1, Шоссейная ул., 23","Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,4700.0,19.0
Интернет-Решения Бугры,OZON Бугры (Янино-1),"Янино-1, Шоссейная ул., 23","Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,6900.0,35.0
Интернет-Решения Бугры,OZON Бугры (Янино-1),"Бугры, Шоссейная ул., 50к1","Янино-1, Шоссейная ул., 32",Прямой,20:30:00,20:40:00,4700.0,19.0
Интернет-Решения Бугры,OZON Бугры (Янино-1),"Бугры, Шоссейная ул., 50к1","Янино-1, Шоссейная ул., 32",Прямой,20:30:00,20:40:00,6900.0,35.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),Ст.м. Беговая,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:20:00,06:30:00,2500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),Ст.м. Беговая,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:20:00,06:30:00,3500.0,35.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,08:15:00,08:30:00,2500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,08:15:00,08:30:00,3500.0,35.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),Ст.м. Беговая,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:20:00,18:30:00,2500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),Ст.м. Беговая,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:20:00,18:30:00,3500.0,35.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,20:15:00,20:30:00,2500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,20:15:00,20:30:00,3500.0,35.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,7000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:00:00,07:10:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,07:05:00,07:15:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:05:00,07:15:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:10:00,07:20:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,08:20:00,08:30:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,08:20:00,08:30:00,4000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м.Девяткино,Прямой,09:15:00,09:30:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,10:10:00,10:20:00,7000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,10:10:00,10:20:00,6000.0,35.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,10:50:00,11:00:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,10:50:00,11:00:00,6000.0,35.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,12:50:00,13:00:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,14:50:00,15:00:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,16:05:00,16:15:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,17:05:00,17:15:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:05:00,19:15:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:10:00,19:20:00,2250.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:10:00,19:20:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,20:20:00,20:30:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,20:20:00,20:30:00,2250.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,20:20:00,20:30:00,3500.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,20:20:00,20:30:00,7000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,23:20:00,23:30:00,4500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,23:20:00,23:30:00,7000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:40:00,06:50:00,2650.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:40:00,06:50:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:40:00,06:50:00,4000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,08:15:00,08:30:00,2650.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,08:15:00,08:30:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,08:15:00,08:30:00,4000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",Прямой,09:40:00,09:50:00,5500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",Прямой,10:10:00,09:50:00,5500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",Прямой,10:10:00,10:20:00,5500.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:40:00,18:50:00,2650.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:40:00,18:50:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:40:00,18:50:00,4000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,2650.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,4000.0,19.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,4000.0,55.0
Интернет-Решения Бугры,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,Прямой,23:20:00,23:30:00,5500.0,19.0
Интернет-Решения Бугры,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,4500.0,19.0
Интернет-Решения Бугры,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:30:00,06:40:00,,19.0
Интернет-Решения Бугры,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,6000.0,35.0
Интернет-Решения Бугры,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:30:00,06:40:00,3500.0,50.0
Интернет-Решения Бугры,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,08:20:00,08:30:00,,19.0
Интернет-Решения Бугры,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,08:20:00,08:30:00,3500.0,50.0
Интернет-Решения Бугры,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:20:00,18:30:00,,19.0
Интернет-Решения Бугры,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:20:00,18:30:00,3500.0,50.0
Интернет-Решения Бугры,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,Прямой,20:20:00,20:30:00,4500.0,19.0
Интернет-Решения Бугры,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,20:20:00,20:30:00,,19.0
Интернет-Решения Бугры,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,Прямой,20:20:00,20:30:00,6000.0,35.0
Интернет-Решения Бугры,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,20:20:00,20:30:00,3500.0,50.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",Прямой,07:00:00,07:10:00,3500.0,19.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:00:00,07:10:00,,19.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",Прямой,07:00:00,07:10:00,5600.0,30.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:00:00,07:10:00,3500.0,50.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,08:20:00,08:30:00,,19.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,08:20:00,08:30:00,3000.0,30.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,08:20:00,08:30:00,3500.0,50.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,1900.0,19.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,,19.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,3000.0,30.0
Интернет-Решения Бугры,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,3500.0,50.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,1900.0,19.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,Прямой,20:20:00,20:30:00,4500.0,19.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,,19.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,3000.0,30.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,Прямой,20:20:00,20:30:00,5600.0,30.0
Интернет-Решения Бугры,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,3500.0,50.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,4500.0,19.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,6000.0,30.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,3500.0,30.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,3500.0,50.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,3500.0,55.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,,19.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,3500.0,30.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,3500.0,50.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,3500.0,55.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",Прямой,10:10:00,10:20:00,4500.0,19.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,2500.0,19.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,3500.0,30.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,3500.0,50.0
Интернет-Решения Бугры,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,3500.0,55.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,2500.0,19.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,Прямой,20:15:00,20:30:00,4500.0,19.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,Прямой,20:15:00,20:30:00,6000.0,30.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,3500.0,30.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,3500.0,50.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,3500.0,55.0
Интернет-Решения Бугры,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,Прямой,23:20:00,23:30:00,4500.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Горелово),"Волхонское шоссе, 108","Красносельское ш., 2к2",Прямой,10:20:00,10:30:00,5500.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Горелово),"Красносельское ш., 2к2","Волхонское шоссе, 108",1/2 круга,20:50:00,21:00:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Горелово),"Волхонское шоссе, 108","Красносельское ш., 2к2",1/2 круга,22:20:00,22:30:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Красное село),"Красное село, проспект Ленина, 108","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Красное село),"Волхонское шоссе, 108","Красное село, проспект Ленина, 77А",1/2 круга,08:20:00,08:30:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Красное село),"Красное село, проспект Ленина, 108","Волхонское шоссе, 108",1/2 круга,18:50:00,19:00:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Красное село),"Волхонское шоссе, 108","Красное село, проспект Ленина, 77А",1/2 круга,20:20:00,20:30:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),"Стрельна, Фронтовая улица, 10Б","Волхонское шоссе, 108с2",1/2 круга,06:35:00,06:45:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),Ветеранов 183 ,"Волхонское шоссе, 108с2",1/2 круга,06:45:00,06:55:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2","Стрельна, Фронтовая улица, 10Б",1/2 круга,08:20:00,08:30:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2",Ветеранов 183 ,1/2 круга,08:20:00,08:30:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),"Стрельна, Фронтовая улица, 10Б","Волхонское шоссе, 108с2",1/2 круга,18:35:00,18:45:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),Ветеранов 183 ,"Волхонское шоссе, 108с2",1/2 круга,18:45:00,18:55:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2","Стрельна, Фронтовая улица, 10Б",1/2 круга,20:20:00,20:30:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2",Ветеранов 183 ,1/2 круга,20:20:00,20:30:00,4500.0,50.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",Прямой,06:50:00,07:00:00,4500.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,08:15:00,08:30:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,08:15:00,08:30:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",Прямой,08:50:00,09:00:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,08:55:00,09:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108",Ст.м. Проспект Ветеранов,1/2 круга,09:55:00,10:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",Прямой,10:20:00,10:30:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,10:55:00,11:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108",Ст.м. Проспект Ветеранов,1/2 круга,11:55:00,12:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,14:55:00,15:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,18:50:00,19:00:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,18:50:00,19:00:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,20:15:00,20:30:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,20:20:00,20:30:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,20:50:00,21:00:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108с5",1/2 круга,21:55:00,22:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,22:20:00,22:30:00,4500.0,30.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108с5",Ст.м. Проспект Ветеранов,1/2 круга,22:55:00,23:05:00,2250.0,19.0
Интернет-Решения Волхонское,OZON ЛЦ Волхонское (ст.м. Купчино),"Витебский пр., 101к1 (Ст.м. Купчино)","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,3500.0,30.0
