Template_ID,Customer_ID,Route_Name,Start_Point,End_Point,Route_Type,Pickup_Time,Departure_Time,Capacity,Price_Excl_VAT
574,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,18:50:00,19:00:00,19.0,2250.0
575,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,18:50:00,19:00:00,30.0,4500.0
576,19,OZON ЛЦ Волхонское (ст.м. Купчино),"Витебский пр., 101к1 (Ст.м. Купчино)","Волхонское шоссе, 108",1/2 круга,18:50:00,19:00:00,30.0,3500.0
577,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,19.0,2500.0
578,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,30.0,3500.0
579,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,50.0,3500.0
580,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,18:50:00,19:00:00,55.0,3500.0
581,12,OZON ПСЦ Колпино (м. Ветеранов),"Дачный пр., 19к1","Колпинское ш., 135с2",1/2 круга,18:50:00,19:00:00,19.0,3000.0
582,12,OZON ПСЦ Колпино (м. Ветеранов),"Дачный пр., 19к1","Колпинское ш., 135с2",1/2 круга,18:50:00,19:00:00,20.0,3000.0
583,12,OZON ПСЦ Колпино (м. Ветеранов),"Дачный пр., 19к1","Колпинское ш., 135с2",1/2 круга,18:50:00,19:00:00,55.0,4500.0
584,10,OZON Бугры (Цветной город),"Васнецовский проспект, 28","Бугры, Шоссейная ул., 50к1",1/2 круга,18:55:00,19:05:00,30.0,3500.0
585,18,OZON Дыбенко (ФФ),Ст.м. Дыбенко,"Московское ш., 143",1/2 круга,19:00:00,19:05:00,55.0,3750.0
586,5,Коломенский (Красное Село),Автобусная станция Красное Село,"Пушкин, Тиньков переулок, 7Д",1/2 круга,19:00:00,19:10:00,19.0,3000.0
587,3,ЛеманаПро (Колпино),"Колпино, ул. Труда, 22/15","Московское ш., 177А",1/2 круга,19:00:00,19:10:00,20.0,2400.0
588,8,ПИТ-ПРОДУКТ (Красное Село),"Красное Село, Красногородская ул./ Гатчинское ш.","ул. Понссе, 3",1/2 круга,19:00:00,19:10:00,50.0,3000.0
589,8,ПИТ-ПРОДУКТ (ст.м. Московская),Ст.м. Московская (Демонстрационный пр-д),"ул. Понссе, 3",1/2 круга,19:00:00,19:10:00,50.0,3300.0
590,35,Северные сети,"Новогорелово, улица 9","Ветеранов 122 ""Хостел Лига""",Прямой,18:55:00,19:10:00,19.0,3500.0
591,46,СИП,Ленинский пр.100,Корабельная  6,Прямой,19:00:00,19:10:00,19.0,3000.0
592,32,Формация (Ст.м. Девяткино),Ст.м. Девяткино,"Горское шоссе, д. 169",1/2 круга,19:00:00,19:10:00,19.0,2750.0
593,32,Формация (Ст.м. Девяткино),Ст.м. Девяткино,"Горское шоссе, д. 169",1/2 круга,19:00:00,19:10:00,50.0,
594,32,Формация (Ст.м. Проспект Просвещения),Ст.м. Проспект Просвещения,"Горское шоссе, д. 169",Прямой,19:00:00,19:10:00,40.0,
595,32,Формация (Ст.м. Проспект Просвещения),Ст.м. Проспект Просвещения,"Горское шоссе, д. 169",1/2 круга,19:00:00,19:10:00,40.0,
596,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,55.0,3500.0
597,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Пр. Ветеранов, 21","Волхонское шоссе, 108с5",1/2 круга,19:00:00,19:10:00,19.0,2500.0
598,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Пр. Ветеранов, 21","Волхонское шоссе, 108с5",1/2 круга,19:00:00,19:10:00,55.0,4000.0
599,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,19.0,1900.0
600,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,19.0,
601,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,30.0,3000.0
602,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:00:00,19:10:00,50.0,3500.0
603,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:05:00,19:15:00,55.0,3500.0
604,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:10:00,19:20:00,19.0,2250.0
605,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,19:10:00,19:20:00,55.0,3500.0
606,27,Равиолло,Ст.м. Ленинский пр.,"Петергофское ш., 73к2",1/2 круга,19:20:00,19:30:00,28.0,3990.0
607,39,Тим - Профи,"Участок в Кудрово напротив Мурманское ш., 1","Хостел ""Мэрибель"", Октябрьская наб., 50",Прямой,19:15:00,19:30:00,19.0,3500.0
608,39,Тим - Профи,"Шушары, Школьная ул., 81","Корабельная ул., 6к1",Прямой,19:15:00,19:30:00,19.0,3500.0
609,31,Тим-Профи,"Шушары, Новгородский проспект, 2к1"," Стачек, 18, корп. 2Б",Прямой,19:20:00,19:30:00,19.0,8333.33333333333
610,31,Тим-Профи,"Шушары, Новгородский проспект, 2к1","Корабельная ул., 6к1",Прямой,19:20:00,19:30:00,35.0,8333.33333333333
611,31,Тим-Профи,"Шушары, Новгородский проспект, 2к1","Московское ш., 115с4",Прямой,19:20:00,19:30:00,50.0,3750.0
612,6,ТМГ,"Промышленный район, Центральное отделение, 63","ул., Тельмана 8",Прямой,19:20:00,19:30:00,50.0,5000.0
613,49,ФГУП ФЭО,"Колпино, ж/д станция","Колпино, полигон Красный Бор",1/2 круга,19:20:00,19:30:00,19.0,2520.0
614,50,ХАБ  (ст.м. Московская),Ст.м. Московская,"Волхонское шоссе, 11, лит. Б",1/2 круга,19:20:00,19:30:00,35.0,3750.0
615,31,Тим-Профи,"Шушары, Новгородский проспект, 2к1","Московское ш., 115с4",Прямой,19:30:00,19:40:00,19.0,3750.0
616,50,ХАБ  (ст.м. Московская),Ст.м. Московская,"Волхонское шоссе, 11, лит. Б",1/2 круга,19:30:00,19:40:00,35.0,3750.0
617,17,СК-Сервис,"Петергофское ш., д. 71",Ст.м.Ветеранов,1/2 круга,19:30:00,19:45:00,30.0,2200.82
618,31,Тим-Профи,"Шушары, Школьная ул., 81","Московское ш., 115с4",Прямой,19:40:00,19:50:00,19.0,2291.666666666667
619,31,Тим-Профи,"Шушары, Школьная ул., 81","Московское ш., 115с4",Прямой,19:40:00,19:50:00,50.0,3750.0
620,25,НТК,"Федоровское, 1-й Восточный пр., 9",Ст.м. Купчино,Прямой,19:50:00,20:00:00,19.0,5500.0
621,13,Бристоль (Красное Село),"Волхонское ш., 3к2","Красное Село, ул. Первого мая",Прямой,20:00:00,20:05:00,19.0,4400.0
622,13,Бристоль (пос. Сельцо),"Волхонское ш., 3к2",Пос. Сельцо (Волосовский район),Прямой,20:00:00,20:05:00,19.0,6000.0
623,13,Бристоль (Ст.м. Московская),"Волхонское ш., 3к2","Ст.м. Московская Демонстрационный пр-д, остановка",Прямой,20:00:00,20:05:00,19.0,3300.0
624,82,АНО ДПО «РАТМЕД»,"территория ССК Русское Оружие, Виллозское городское поселение",Ст.м. Ветеранов,Прямой,20:00:00,20:10:00,18.0,5714.29
625,23,Велта,"Колпинское шоссе, 135к2с1",Ст.м. Купчино,Прямой,20:00:00,20:10:00,20.0,3750.0
626,24,Велта,"Колпинское шоссе, 135к2с1",Ст.м. Купчино,1/2 круга,20:00:00,20:10:00,20.0,4083.3333333333335
627,26,Оглаенд Систем,"Горское ш., 169","Коломяжский пр., 24",Прямой,20:00:00,20:10:00,20.0,4700.0
628,26,Оглаенд Систем (Бугры),"Горское ш., 169","Бугры, Южная ул., 5 (Лента, парковка)",Прямой,20:00:00,20:10:00,8.0,6000.0
629,54,"Ресторан ""В чаще"" (Парнас)","Мистолово, Фабрика-кухня",Ст.м. Парнас (через Бугры),Прямой,20:00:00,20:10:00,20.0,3300.0
630,49,ФГУП ФЭО,"Колпино, полигон Красный Бор","Колпино, ж/д станция",Прямой,20:00:00,20:10:00,19.0,4486.3
631,21,Кадры 24,"Московский пр., 161к13",Купчино - Яковлевский переулок 2,1/2 круга,20:05:00,20:15:00,19.0,2500.0
632,52,КЛЕВЕР,"Таллинское ш., д. 206",Ст.м. Проспект Ветеранов,Прямой,20:05:00,20:15:00,19.0,3524.59
633,3,ЛеманаПро (Гатчина),"Московское ш., 177А","Гатчина, улица Чехова, 14Ас3",1/2 круга,20:05:00,20:15:00,20.0,3350.0
634,3,ЛеманаПро (Колпино),"Московское ш., 177А","Колпино, ул. Труда, 22/15",1/2 круга,20:05:00,20:15:00,20.0,2400.0
635,3,ЛеманаПро (ст.м. Проспект Ветеранов),"Московское ш., 177А",Ст.м. Проспект Ветеранов,1/2 круга,20:05:00,20:15:00,40.0,3800.0
636,54,"Ресторан ""В чаще""","Людмилы Кедриной, 23 (Охта парк, через Бугры)",Ст.м.Девяткино,Прямой,20:00:00,20:15:00,20.0,3250.0
637,54,"Ресторан ""В чаще"" (Парнас)","Людмилы Кедриной, 23 (Охта парк)",Ст.м. Парнас (через Бугры),Прямой,20:00:00,20:15:00,20.0,3300.0
638,32,Формация (Ст.м. Беговая),"Горское шоссе, д. 169",Ст.м. Беговая (через ЗСД),Прямой,20:05:00,20:15:00,40.0,
639,32,Формация (Ст.м. Беговая),"Горское шоссе, д. 169",Ст.м. Беговая (через ЗСД),1/2 круга,20:05:00,20:15:00,40.0,
640,32,Формация (Ст.м. Девяткино),"Горское шоссе, д. 169",Ст.м. Девяткино,1/2 круга,20:05:00,20:15:00,19.0,2750.0
641,32,Формация (Ст.м. Девяткино),"Горское шоссе, д. 169",Ст.м. Девяткино,1/2 круга,20:05:00,20:15:00,50.0,
642,32,Формация (Ст.м. Проспект Просвещения),"Горское шоссе, д. 169",Ст.м. Проспект Просвещения,Прямой,20:05:00,20:15:00,40.0,
643,32,Формация (Ст.м. Проспект Просвещения),"Горское шоссе, д. 169",Ст.м. Проспект Просвещения,1/2 круга,20:05:00,20:15:00,40.0,
644,68,OZON Понссе,Дачный 19к1,"Понссе, 20",1/2 круга,20:10:00,20:15:00,30.0,3000.0
645,68,OZON Понссе,Дачный 19к1,"Понссе, 20",1/2 круга,20:05:00,20:15:00,30.0,3000.0
646,69,OZON Понссе (ст.м. Ветеранов),Дачный 19к1,"Понссе, 20",1/2 круга,20:05:00,20:15:00,19.0,2500.0
647,70,OZON Раум Бугры (Ст.м. Девяткино),Ст.м. Девяткино,"КАД, 23-й километр, внутреннее кольцо, 2",1/2 круга,20:05:00,20:15:00,19.0,2950.0
648,20,Дикси-ЮГ (РЦ Шушары),"Московское ш., 70к4В","Колпино, ж/д вокзал",1/2 круга,20:10:00,20:20:00,47.0,3900.0
649,5,Коломенский,"Пушкин, Тиньков переулок, 7Д","ул. Салова, 29",1/2 круга,20:10:00,20:20:00,15.0,3000.0
650,41,Респект,"6-й Предпортовый пр-д, 14к13",Ст.м. Московская,Прямой,20:10:00,20:20:00,19.0,3523.81
651,34,Сатурн (Ст.м. Гражданский Проспект),"Индустриальный, 71",Ст.м. Гражданский Проспект,Прямой,20:20:00,20:20:00,30.0,
652,34,Сатурн (Ст.м. Ладожская),"Индустриальный, 71",Ст.м. Ладожская,Прямой,20:20:00,20:20:00,20.0,
653,24,Сберлогистика,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 26 и через откатные ворота к Москоскому ш.52",1/2 круга,20:10:00,20:20:00,19.0,1416.6666666666667
654,24,Сервис Плюс,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 26 и через откатные ворота к Москоскому ш.52",1/2 круга,20:10:00,20:20:00,19.0,1416.6666666666667
655,7,Хлебный дом (Маршала Тухачевского),"Ул. Ольги Форш, 10","ул. Маршала Тухачевского, 24",Прямой,20:10:00,20:20:00,19.0,4000.0
656,22,OZON ЛЦ Горское (Кудрово),"Парголово, Горское ш., 6с16","Кудрово, Новая ул.",1/2 круга,20:10:00,20:20:00,19.0,2500.0
657,9,OZON Тосно (ФФ),"Московское ш., 143",г. Тосно (вокзал),Прямой,20:00:00,20:20:00,19.0,6000.0
658,5,Коломенский (Гатчина),"Пушкин, Тиньков переулок, 7Д","Гатчина, Красноармейский пр., 50",1/2 круга,20:15:00,20:25:00,15.0,3500.0
659,5,Коломенский (ЖК Солнечный город),"Пушкин, Тиньков переулок, 7Д","Пр. Ветеранов, 183",1/2 круга,20:15:00,20:25:00,15.0,3500.0
660,5,Коломенский (Колпино),"Пушкин, Тиньков переулок, 7Д","Колпино, Привокзальная площадь",1/2 круга,20:15:00,20:25:00,15.0,2500.0
661,5,Коломенский (Коммунар),"Пушкин, Тиньков переулок, 7Д","Коммунар, Ленинградское ш., 7А",1/2 круга,20:15:00,20:25:00,9.0,3500.0
662,5,Коломенский (Красное Село),"Пушкин, Тиньков переулок, 7Д",Автобусная станция Красное Село,1/2 круга,20:15:00,20:25:00,19.0,3000.0
663,5,Коломенский (Ст.м. Московская),"Пушкин, Тиньков переулок, 7Д","Ст.м. Московская, Демонстрационный проезд",1/2 круга,20:15:00,20:25:00,50.0,4000.0
664,8,ПИТ-ПРОДУКТ (Красное Село),"ул. Понссе, 3","Красное Село, Красногородская ул./ Гатчинское ш.",1/2 круга,20:20:00,20:30:00,50.0,3000.0
665,8,ПИТ-ПРОДУКТ (ст.м. Московская),"ул. Понссе, 3",Ст.м. Московская,1/2 круга,20:20:00,20:30:00,50.0,3300.0
666,7,"Хлебный дом (""Огни залива"")","Смоленская улица, 18А","Ленинский пр., 43",1/2 круга,20:25:00,20:30:00,30.0,4000.0
667,7,"Хлебный дом (""Огни залива"")","Смоленская улица, 6 (остановка)","Ленинский пр., 43",1/2 круга,20:25:00,20:30:00,15.0,2500.0
668,7,"Хлебный дом (""Огни залива"")","Смоленская улица, 6 (остановка)","Ленинский пр., 43",1/2 круга,20:25:00,20:30:00,19.0,2500.0
669,7,Хлебный дом (ст.м. Ладожская),"Смоленская улица, 6 (остановка)","Заневский пр., 59 - Заневский пр., 42",1/2 круга,20:25:00,20:30:00,15.0,2500.0
670,7,Хлебный дом (ст.м. Ладожская),"Смоленская улица, 6 (остановка)","Заневский пр., 32",1/2 круга,20:25:00,20:30:00,15.0,2500.0
671,9,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,20:20:00,20:30:00,50.0,3900.0
672,9,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,19.0,3000.0
673,9,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,50.0,3900.0
674,18,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,35.0,3750.0
675,18,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,20:15:00,20:30:00,55.0,3750.0
676,10,OZON Бугры (Всеволожск),"Бугры, Шоссейная ул., 50к1","Всеволожск, Колтушское шоссе, 39Б",1/2 круга,20:15:00,20:30:00,30.0,4250.0
677,10,OZON Бугры (Заневский),"Бугры, Шоссейная ул., 50к1","Заневский пр.,32к2",1/2 круга,20:15:00,20:30:00,19.0,4000.0
678,10,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,20:15:00,20:30:00,19.0,2500.0
679,10,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,20:15:00,20:30:00,35.0,3500.0
680,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,20:20:00,20:30:00,19.0,4500.0
681,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,20:20:00,20:30:00,19.0,2250.0
682,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,20:20:00,20:30:00,55.0,3500.0
683,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,20:20:00,20:30:00,55.0,7000.0
684,10,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,19.0,2650.0
685,10,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,19.0,4000.0
686,10,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,55.0,4000.0
687,10,OZON Бугры (Цветной город),"Бугры, Шоссейная ул., 50к1","Васнецовский проспект, 28",1/2 круга,20:15:00,20:30:00,30.0,3500.0
688,9,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,1/2 круга,20:15:00,20:30:00,50.0,3500.0
689,9,OZON Гатчина (ФФ),"Московское ш., 143","Гатчина, Балтийский вокзал",Прямой,20:15:00,20:30:00,20.0,3700.0
690,18,OZON Дыбенко (ФФ),"Московское ш., 141/143",Ст.м.Дыбенко,1/2 круга,20:15:00,20:30:00,55.0,3750.0
691,18,OZON Дыбенко (ФФ),"Московское ш., 143",Ст.м. Дыбенко,1/2 круга,20:15:00,20:30:00,55.0,3750.0
692,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Волхонское шоссе, 108с5","бульвар Новаторов, 83А",1/2 круга,20:20:00,20:30:00,19.0,2500.0
693,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Волхонское шоссе, 108с5","бульвар Новаторов, 83А",1/2 круга,20:20:00,20:30:00,55.0,4000.0
694,10,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,Прямой,20:20:00,20:30:00,19.0,4500.0
695,10,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,20:20:00,20:30:00,19.0,
696,10,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,Прямой,20:20:00,20:30:00,35.0,6000.0
697,10,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,20:20:00,20:30:00,50.0,3500.0
698,14,OZON Комьюнити Заневский,"Софийская, 118 к4 стр.1","Заневский пр., 32к2",1/2 круга,20:05:00,20:30:00,50.0,4000.0
699,14,OZON Комьюнити Минеральная,"Софийская, 118 к4 стр.1","ул. Минеральная, 29",1/2 круга,20:05:00,20:30:00,50.0,4500.0
700,9,OZON Купчино,"Московское ш., 145с10",Ст.м. Купчино,1/2 круга,20:15:00,20:30:00,50.0,3500.0
701,19,OZON ЛЦ Волхонское (Красное село),"Волхонское шоссе, 108","Красное село, проспект Ленина, 77А",1/2 круга,20:20:00,20:30:00,50.0,4500.0
702,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,20:15:00,20:30:00,19.0,2250.0
703,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,20:20:00,20:30:00,30.0,4500.0
704,19,OZON ЛЦ Волхонское (ст.м. Купчино),"Волхонское шоссе, 108",Ст.м. Купчино,1/2 круга,20:20:00,20:30:00,30.0,3500.0
705,19,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2","Стрельна, Фронтовая улица, 10Б",1/2 круга,20:20:00,20:30:00,30.0,4500.0
706,19,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2",Ветеранов 183 ,1/2 круга,20:20:00,20:30:00,50.0,4500.0
707,75,OZON ЛЦ Шушары (Ст.м. Ладожская),Ст.м. Ладожская,"Московское ш., 145с10",1/2 круга,20:15:00,20:30:00,55.0,4000.0
708,81,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,20:15:00,20:30:00,55.0,4500.0
709,81,OZON Парголово (Ст.м. Просвещения),пр-т Просвещнеия 34Г (автобусная остановка),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,20:15:00,20:30:00,19.0,2500.0
710,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,19.0,1900.0
711,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,Прямой,20:20:00,20:30:00,19.0,4500.0
712,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,19.0,
713,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,30.0,3000.0
714,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,Прямой,20:20:00,20:30:00,30.0,5600.0
715,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,20:20:00,20:30:00,50.0,3500.0
716,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,19.0,2500.0
717,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,Прямой,20:15:00,20:30:00,19.0,4500.0
718,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,Прямой,20:15:00,20:30:00,30.0,6000.0
719,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,30.0,3500.0
720,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,50.0,3500.0
721,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,20:15:00,20:30:00,55.0,3500.0
722,12,OZON ПСЦ Колпино (Кировск),"Колпинское ш., 135с2","г. Кировск, Театральная площадь",1/2 круга,20:15:00,20:30:00,20.0,5000.0
723,12,OZON ПСЦ Колпино (Кудрово),"Колпинское ш., 135с2","Кудрово, Пражская ул., 9",1/2 круга,20:20:00,20:30:00,19.0,3200.0
724,12,OZON ПСЦ Колпино (м. Большевиков),"Колпинское ш., 135с2","Пр. Большевиков, д.2",1/2 круга,20:20:00,20:30:00,55.0,3995.0
725,12,OZON ПСЦ Колпино (м. Ветеранов),"Колпинское ш., 135с2","Дачный пр., 18",1/2 круга,20:15:00,20:30:00,19.0,3000.0
726,12,OZON ПСЦ Колпино (м. Ветеранов),"Колпинское ш., 135с2","Дачный пр., 18",1/2 круга,20:15:00,20:30:00,20.0,3000.0
727,12,OZON ПСЦ Колпино (м. Ветеранов),"Колпинское ш., 135с2","Дачный пр., 18",1/2 круга,20:15:00,20:30:00,55.0,4500.0
728,12,OZON ПСЦ Колпино (м. Ладожская),"Колпинское ш., 135с2",Ст.м. Ладожская,1/2 круга,20:15:00,20:30:00,20.0,3150.0
729,11,"OZON Большевиков (Штат Софийская, 118)","Софийская, 118 к.4 стр.1",Ст.м. Проспект Большевиков,1/2 круга,20:25:00,20:35:00,50.0,3750.0
730,11,"OZON Гатчина (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","Гатчина, Варшавский вокзал",1/2 круга,20:25:00,20:35:00,20.0,3100.0
731,11,"OZON Гатчина (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","Гатчина, Варшавский вокзал",1/2 круга,20:25:00,20:35:00,35.0,5250.0
732,11,"OZON Красноармейская (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","2-я Красноармейская ул., 1",Прямой,20:20:00,20:35:00,20.0,6000.0
733,11,"OZON Красноармейская (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","2-я Красноармейская ул., 1",Прямой,20:20:00,20:35:00,55.0,8000.0
734,11,"OZON Рыбацкое (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","Ст.м. Рыбацкое, 3-й Рыбацкий проезд",1/2 круга,20:25:00,20:35:00,20.0,1500.0
735,27,Равиолло,"Петергофское ш., 73к2",Ст.м. Ленинский пр.,1/2 круга,20:40:00,20:40:00,28.0,3990.0
736,16,"Санаторий ""Белые ночи""","38-й км Приморского шоссе, 2","пос. Первомайское,ул. Советская 4 (маг. Пятерочка"")",Прямой,20:30:00,20:40:00,19.0,7000.0
737,49,ФГУП ФЭО,"Колпино, полигон Красный Бор","Колпино, ж/д станция",1/2 круга,20:30:00,20:40:00,19.0,2520.0
738,10,OZON Бугры (Янино-1),"Бугры, Шоссейная ул., 50к1","Янино-1, Шоссейная ул., 32",Прямой,20:30:00,20:40:00,19.0,4700.0
739,10,OZON Бугры (Янино-1),"Бугры, Шоссейная ул., 50к1","Янино-1, Шоссейная ул., 32",Прямой,20:30:00,20:40:00,35.0,6900.0
740,9,OZON Гатчина,"Гатчина, Варшавский вокзал","Московское ш., 145с10",Прямой,20:25:00,20:40:00,20.0,5300.0
741,9,OZON Гатчина,"Гатчина, Варшавский вокзал","Московское ш., 145с10",Прямой,20:25:00,20:40:00,50.0,8000.0
742,75,OZON Купчино (дети),"Московское ш., 145с10",Ст.м. Купчино,Прямой,20:30:00,20:40:00,19.0,6000.0
743,75,OZON Купчино (дети),"Московское ш., 145с10",Ст.м. Купчино,Прямой,20:30:00,20:40:00,35.0,8000.0
744,53,"Ресторан ""В чаще""","Людмилы Кедриной, 23 (Охта парк)",Ст.м.Девяткино,Прямой,20:40:00,20:50:00,20.0,3333.33
745,9,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",Прямой,20:40:00,20:50:00,19.0,5000.0
746,9,OZON Купчино,Ст.м. Купчино,"Московское ш., 145с10",Прямой,20:40:00,20:50:00,50.0,5000.0
747,9,OZON Купчино,Ст.м. Купчино,"Московское ш., 145с10",Прямой,20:40:00,20:50:00,50.0,
748,9,OZON Купчино,Ст.м. Купчино,"Московское ш., 145с10",1/2 круга,20:40:00,20:50:00,50.0,3500.0
749,7,Муринская - Хлебный дом - Коломенское,"Смоленская улица, 18А","Тиньков переулок, 7Д",1/2 круга,20:50:00,21:00:00,19.0,4400.0
750,9,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",Прямой,20:50:00,21:00:00,19.0,4000.0
751,9,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,20:50:00,21:00:00,50.0,3500.0
752,19,OZON ЛЦ Волхонское (Горелово),"Красносельское ш., 2к2","Волхонское шоссе, 108",1/2 круга,20:50:00,21:00:00,19.0,2250.0
