Template_ID,Customer_ID,Route_Name,Start_Point,End_Point,Route_Type,Pickup_Time,Departure_Time,Capacity,Price_Excl_VAT
1,1,БТК (пос. Романовка),"пос. Романовка, 1а",г.Всеволожск ул. Ленинградская д.14/1,Прямой,05:30:00,05:40:00,50.0,2725.0
2,1,БТК (ш. Революции),"ш. Революции, д.52",г.Всеволожск ул. Ленинградская д.14/1,Прямой,05:50:00,06:00:00,50.0,4000.0
3,1,БТК (пос. Романовка),"пос. Романовка, 1а",г.Всеволожск ул. Ленинградская д.14/1,Прямой,06:00:00,06:10:00,50.0,2725.0
4,2,АО «ЦКБМ»,"Пр. Стачек, 47Ш","проспект Стачек, 47Л (до 8:20)",Прямой,06:10:00,06:20:00,16.0,5500.0
5,3,ЛеманаПро (Гатчина),"Гатчина, улица Чехова, 14Ас3","Московское ш., 177А",1/2 круга,06:10:00,06:20:00,20.0,3350.0
6,4,Оптоган,Ст.м. Проспект Ветеранов,"Таллинское ш., 206",Прямой,06:10:00,06:20:00,20.0,3300.0
7,5,Коломенский (ЖК Солнечный город),"Пр. Ветеранов, 214","Пушкин, Тиньков переулок, 7Д",1/2 круга,06:15:00,06:25:00,15.0,3500.0
8,6,ТМГ,"ул., Тельмана 8","Промышленный район, Центральное отделение, 63",Прямой,06:20:00,06:25:00,50.0,5000.0
9,5,Коломенский,"ул. Салова, 29","Пушкин, Тиньков переулок, 7Д",1/2 круга,06:20:00,06:30:00,15.0,3000.0
10,7,Муринская - Хлебный дом - Коломенское,"Ул. Ольги Форш, 10","Тиньков переулок, 7Д",1/2 круга,06:20:00,06:30:00,19.0,6600.0
11,8,ПИТ-ПРОДУКТ (ст.м. Московская),"Пр. Большевиков, д.1","ул. Понссе, 3",1/2 круга,06:20:00,06:30:00,50.0,3300.0
12,9,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,06:20:00,06:30:00,19.0,3000.0
13,9,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,06:20:00,06:30:00,50.0,3900.0
14,10,OZON Бугры (ст.м. Беговая),Ст.м. Беговая,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:20:00,06:30:00,19.0,2500.0
15,10,OZON Бугры (ст.м. Беговая),Ст.м. Беговая,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:20:00,06:30:00,35.0,3500.0
16,11,"OZON Гатчина (Штат Софийская, 118)","Гатчина, Варшавский вокзал","Софийская, 118 к.4 стр.1",1/2 круга,06:20:00,06:30:00,20.0,3100.0
17,11,"OZON Гатчина (Штат Софийская, 118)","Гатчина, Варшавский вокзал","Софийская, 118 к.4 стр.1",1/2 круга,06:20:00,06:30:00,35.0,5250.0
18,12,OZON ПСЦ Колпино (Кировск),"г. Кировск, Театральная площадь","Колпинское ш., 135с2",1/2 круга,06:20:00,06:30:00,20.0,5000.0
19,9,OZON Тосно (ФФ),"г. Тосно, Боярова 2А","Московское ш., 143",Прямой,06:20:00,06:30:00,19.0,6000.0
20,13,Бристоль (пос. Сельцо),Пос. Сельцо (Волосовский район),"Волхонское ш., 3к2",Прямой,06:35:00,06:40:00,19.0,6000.0
21,1,БТК (пос. Романовка),"пос. Романовка, 1а",г.Всеволожск ул. Ленинградская д.14/1,Прямой,06:30:00,06:40:00,50.0,2725.0
22,5,Коломенский (Колпино),"Колпино, Привокзальная площадь","Пушкин, Тиньков переулок, 7Д",1/2 круга,06:30:00,06:40:00,15.0,2500.0
23,5,Коломенский (Ст.м. Московская),"Ст.м. Московская, Демонстрационный проезд","Пушкин, Тиньков переулок, 7Д",1/2 круга,06:30:00,06:40:00,50.0,4000.0
24,7,Коломенское - Хлебный дом (Смоленская),"Смоленская улица, 18А","Пушкин, Тиньков переулок, 7Д",Прямой,06:30:00,06:40:00,19.0,4500.0
25,7,Хлебный дом (ст.м. Ладожская),"Заневский пр., 42 - Заневский пр., 32","Смоленская улица, 6 (остановка)",1/2 круга,06:35:00,06:40:00,15.0,2500.0
26,10,OZON Бугры (Заневский),"Заневский пр.,32к2","Бугры, Шоссейная ул., 50к1",1/2 круга,06:30:00,06:40:00,19.0,4000.0
27,10,OZON Бугры (Янино-1),"Янино-1, Шоссейная ул., 23","Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,19.0,4700.0
28,10,OZON Бугры (Янино-1),"Янино-1, Шоссейная ул., 23","Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,35.0,6900.0
29,9,OZON Гатчина (ФФ),"Гатчина, Балтийский вокзал","Московское ш., 143",Прямой,06:25:00,06:40:00,20.0,3700.0
30,10,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,19.0,4500.0
31,10,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:30:00,06:40:00,19.0,
32,10,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",Прямой,06:30:00,06:40:00,35.0,6000.0
33,10,OZON Комендантский,Ст.м. Комендантский пр.,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:30:00,06:40:00,50.0,3500.0
34,14,OZON Комьюнити Минеральная,"ул. Минеральная, 29","Софийская, 118 к4 стр.1",1/2 круга,06:20:00,06:40:00,50.0,4500.0
35,12,OZON ПСЦ Колпино (м. Большевиков),"улица Коллонтай, 21к1","Колпинское ш., 135с2",1/2 круга,06:30:00,06:40:00,55.0,3995.0
36,12,OZON ПСЦ Колпино (м. Ладожская),Ст.м. Ладожская,"Колпинское ш., 135с2",1/2 круга,06:30:00,06:40:00,20.0,3150.0
37,15,Ай Би Фэсилити,Ст.м.Беговая,"Лахтинский просп., 83, корп. 2 - Лахта",Прямой,06:20:00,06:45:00,20.0,2083.333333333333
38,15,Ай Би Фэсилити,Ст.м.Беговая,"Лахтинский просп., 83, корп. 2 - Лахта",Прямой,06:25:00,06:45:00,50.0,6631.15
39,16,"Санаторий ""Белые ночи""","Комендантский пр., 14к1","38-й км Приморского шоссе, 2",Прямой,06:35:00,06:45:00,19.0,7000.0
40,16,"Санаторий ""Белые ночи""","Комендантский пр., 14к1","38-й км Приморского шоссе, 2",Прямой,06:35:00,06:45:00,50.0,11000.0
41,17,СК-Сервис,Ст.м.Ветеранов,"Петергофское ш., д. 71",1/2 круга,06:45:00,06:45:00,30.0,2200.82
42,7,"Хлебный дом (""Огни залива"")","Ленинский пр., 43","Смоленская улица, 6 (остановка)",1/2 круга,06:35:00,06:45:00,15.0,2500.0
43,7,"Хлебный дом (""Огни залива"")","Ленинский пр., 43","Смоленская улица, 6 (остановка)",1/2 круга,06:35:00,06:45:00,19.0,2500.0
44,7,"Хлебный дом (""Огни залива"")","Ленинский пр., 43","Смоленская улица, 18А",1/2 круга,06:35:00,06:45:00,30.0,4000.0
45,7,Хлебный дом (ст.м. Ладожская),"Заневский пр., 32","Смоленская улица, 6 (остановка)",1/2 круга,06:35:00,06:45:00,15.0,2500.0
46,18,OZON Большевиков (ФФ),"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 141/143",1/2 круга,06:35:00,06:45:00,55.0,3750.0
47,11,"OZON Большевиков (Штат Софийская, 118)",Ст.м. Проспект Большевиков,"Софийская, 118 к.4 стр.1",1/2 круга,06:35:00,06:45:00,50.0,3750.0
48,14,OZON Комьюнити Заневский,"Заневский пр., 32к2","Софийская, 118 к4 стр.1",1/2 круга,06:35:00,06:45:00,50.0,4000.0
49,19,OZON ЛЦ Волхонское (Стрельна),"Стрельна, Фронтовая улица, 10Б","Волхонское шоссе, 108с2",1/2 круга,06:35:00,06:45:00,30.0,4500.0
50,19,OZON ЛЦ Волхонское (Стрельна),Ветеранов 183 ,"Волхонское шоссе, 108с2",1/2 круга,06:45:00,06:55:00,50.0,4500.0
51,12,OZON ПСЦ Колпино (Кудрово),"Кудрово, Пражская ул., 9","Колпинское ш., 135с2",1/2 круга,06:35:00,06:45:00,19.0,3200.0
52,20,Дикси-ЮГ (РЦ Шушары),"Колпино, ж/д вокзал","Московское ш., 70к4В",1/2 круга,06:40:00,06:50:00,47.0,3900.0
53,21,Кадры 24,Яковлевский переулок 2,"Купчино - Московский пр., 161к13",1/2 круга,06:40:00,06:50:00,19.0,2500.0
54,18,OZON Большевиков (ФФ),"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 141/143",1/2 круга,06:40:00,06:50:00,35.0,3750.0
55,10,OZON Бугры (Всеволожск),"Всеволожск, Колтушское шоссе, 39Б","Бугры, Шоссейная ул., 50к1",1/2 круга,06:40:00,06:50:00,30.0,4250.0
56,10,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:40:00,06:50:00,19.0,2650.0
57,10,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:40:00,06:50:00,19.0,4000.0
58,10,OZON Бугры (ст.м. Дыбенко),Ст.м. Дыбенко,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:40:00,06:50:00,55.0,4000.0
59,9,OZON Ветеранов (ПСЦ Софийская),"Дачный пр., 23к1","Софийская, 118 к.4 стр.1",Прямой,06:40:00,06:50:00,19.0,3500.0
60,18,OZON Дыбенко (ФФ),"ул. Дыбенко, 27к4","Московское ш., 141/143",1/2 круга,06:45:00,06:50:00,55.0,3750.0
61,11,"OZON Красноармейская (Штат Софийская, 118)","2-я Красноармейская ул., 1","Софийская, 118 к.4 стр.1",Прямой,06:40:00,06:50:00,20.0,6000.0
62,11,"OZON Красноармейская (Штат Софийская, 118)","2-я Красноармейская ул., 1","Софийская, 118 к.4 стр.1",Прямой,06:40:00,06:50:00,55.0,8000.0
63,9,OZON Купчино,Ст.м. Купчино,"Московское ш., 145с10",1/2 круга,06:40:00,06:50:00,50.0,3500.0
64,22,OZON ЛЦ Горское (Кудрово),"Кудрово, Новая ул.","Парголово, Горское ш., 6с16",1/2 круга,06:40:00,06:50:00,19.0,2500.0
65,5,Коломенский (Гатчина),"Гатчина, Балтийский вокзал","Пушкин, Тиньков переулок, 7Д",1/2 круга,06:45:00,06:55:00,15.0,3500.0
66,1,БТК (ш. Революции),"ш. Революции, д.52",г.Всеволожск ул. Ленинградская д.14/1,Прямой,06:50:00,07:00:00,50.0,4000.0
67,23,Велта,"Витебский пр., 99 (ст.м. Купчино)","Колпинское шоссе, 135к2с1",Прямой,06:50:00,07:00:00,20.0,3750.0
68,24,Велта,"Витебский пр., 99 (ст.м. Купчино)","Колпинское шоссе, 135к2с1",1/2 круга,06:50:00,07:00:00,20.0,4083.3333333333335
69,5,Коломенский (Коммунар),"Коммунар, Ленинградское ш., 7А","Пушкин, Тиньков переулок, 7Д",1/2 круга,06:50:00,07:00:00,9.0,3500.0
70,3,ЛеманаПро (ст.м. Проспект Ветеранов),Ст.м. Проспект Ветеранов,"Московское ш., 177А",1/2 круга,06:50:00,07:00:00,40.0,3800.0
71,7,Муринская - Коломенское,"Ул. Ольги Форш, 10","Тиньков переулок, 7Д",Прямой,06:50:00,07:00:00,19.0,8000.0
72,25,НТК,Ст.м. Купчино,"Федоровское, 1-й Восточный пр., 9",Прямой,06:50:00,07:00:00,19.0,5500.0
73,26,Оглаенд Систем (Бугры),"Бугры, Южная ул., 5 (Лента, парковка)","Горское ш., 169",Прямой,06:50:00,07:00:00,8.0,6000.0
74,8,ПИТ-ПРОДУКТ (Красное Село),"Красное Село, Красногородская ул./ Гатчинское ш.","ул. Понссе, 3",1/2 круга,06:50:00,07:00:00,50.0,3000.0
75,27,Равиолло,"Ст.м. Московская Демонстрационный пр-д, остановка","Петергофское ш., 73к2",1/2 круга,06:50:00,07:00:00,28.0,3990.0
76,28,Резерв (Бронка),"пр. Александровской Фермы, 29Б","Ломоносов, ж/д-ст. Бронка",Прямой,06:50:00,07:00:00,19.0,5000.0
77,28,Резерв (Московский проспект),"пр. Александровской Фермы, 29Б","Прогонная ул., 1",Прямой,06:50:00,07:00:00,19.0,4000.0
78,29,СМУ-2,"пр. Стачек, 67к7","пр. Энтузиастов, 44",Прямой,06:50:00,07:00:00,15.0,5000.0
79,29,СМУ-2 (Парнас),"пр. Стачек, 67к7","Парнас, 3-й Верхний переулок, 11",Прямой,06:50:00,07:00:00,6.0,5833.333333333334
80,29,СМУ-2 (Репино),"пр. Стачек, 67к7","п.Репино, Спасо-Преображенская улица, 36 А",Прямой,06:50:00,07:00:00,6.0,8333.33333333333
81,30,Теплореконструкция,Ст.м. Черная Речка,"Кронштадт, Петровская улица, 2А",Прямой,06:50:00,07:00:00,35.0,10000.0
82,31,Тим-Профи,"Московское ш., 115с4","Шушары - Витебский пр., 109",Прямой,06:50:00,07:00:00,19.0,2291.666666666667
83,31,Тим-Профи,"Московское ш., 115с4","Шушары, Новгородский проспект, 2к1",Прямой,06:50:00,07:00:00,50.0,3750.0
84,31,Тим-Профи,"Московское ш., 115с4","Шушары - Витебский пр., 109",Прямой,06:50:00,07:00:00,50.0,3750.0
85,32,Формация (Ст.м. Беговая),Ст.м. Беговая,"Горское шоссе, д. 169 (через ЗСД)",Прямой,06:50:00,07:00:00,40.0,
86,32,Формация (Ст.м. Беговая),Ст.м. Беговая,"Горское шоссе, д. 169 (через ЗСД)",1/2 круга,06:50:00,07:00:00,40.0,
87,32,Формация (Ст.м. Девяткино),Ст.м. Девяткино,"Горское шоссе, д. 169",1/2 круга,06:50:00,07:00:00,19.0,2750.0
88,32,Формация (Ст.м. Девяткино),Ст.м. Девяткино,"Горское шоссе, д. 169",1/2 круга,06:50:00,07:00:00,50.0,
89,7,Хлебный дом (Маршала Тухачевского),"ул. Маршала Тухачевского, 24","Ул. Ольги Форш, 10",Прямой,06:50:00,07:00:00,19.0,4000.0
90,10,OZON Бугры (Заневский),"Заневский пр.,32к2","Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,19.0,4000.0
91,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,19.0,4500.0
92,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,55.0,7000.0
93,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,55.0,3500.0
94,9,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,06:50:00,07:00:00,50.0,3500.0
95,9,OZON Дунайская (ФФ Шушары),Загребский бульвар 23 к.1,"Московское ш., 141-143",Прямой,06:50:00,07:00:00,19.0,3500.0
96,19,OZON ЛЦ Волхонское (Красное село),"Красное село, проспект Ленина, 108","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,50.0,4500.0
97,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,19.0,2250.0
98,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",Прямой,06:50:00,07:00:00,19.0,4500.0
99,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,30.0,4500.0
100,19,OZON ЛЦ Волхонское (ст.м. Купчино),"Витебский пр., 101к1 (Ст.м. Купчино)","Волхонское шоссе, 108",1/2 круга,06:50:00,07:00:00,30.0,3500.0
101,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,19.0,4500.0
102,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",Прямой,06:50:00,07:00:00,30.0,6000.0
103,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,30.0,3500.0
104,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,50.0,3500.0
105,10,OZON Просвещения,Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 50к1",1/2 круга,06:50:00,07:00:00,55.0,3500.0
106,12,OZON ПСЦ Колпино (м. Ветеранов),"Дачный пр., 19к1","Колпинское ш., 135с2",1/2 круга,06:50:00,07:00:00,19.0,3000.0
107,12,OZON ПСЦ Колпино (м. Ветеранов),"Дачный пр., 19к1","Колпинское ш., 135с2",1/2 круга,06:50:00,07:00:00,20.0,3000.0
108,12,OZON ПСЦ Колпино (м. Ветеранов),"Дачный пр., 19к1","Колпинское ш., 135с2",1/2 круга,06:50:00,07:00:00,55.0,4500.0
109,26,Оглаенд Систем,"Коломяжский пр., 26А","Горское ш., 169",Прямой,06:55:00,07:05:00,20.0,4700.0
110,31,Тим-Профи," Стачек, 18, корп. 2Б","Шушары, Новгородский проспект, 2к1",Прямой,06:50:00,07:05:00,19.0,8333.33333333333
111,33,Фокус,"Ст.м.Купчино (Витебский пр., 101)","П. Федоровское, ул.Почтовая д16",Прямой,07:05:00,07:05:00,20.0,5500.0
112,10,OZON Бугры (Цветной город),"Васнецовский проспект, 28","Бугры, Шоссейная ул., 50к1",1/2 круга,06:55:00,07:05:00,30.0,3500.0
113,18,OZON Дыбенко (ФФ),Ст.м. Дыбенко,"Московское ш.,143",1/2 круга,06:40:00,07:05:00,19.0,3500.0
114,18,OZON Дыбенко (ФФ),Ст.м. Дыбенко,"Московское ш.,143",1/2 круга,07:00:00,07:05:00,55.0,3750.0
115,13,Бристоль (Красное Село),"Красное Село, ул. Первого мая","Волхонское ш., 3к2",Прямой,07:05:00,07:10:00,19.0,4400.0
116,5,Коломенский (Красное Село),Автобусная станция Красное Село,"Пушкин, Тиньков переулок, 7Д",1/2 круга,07:00:00,07:10:00,19.0,3000.0
117,3,ЛеманаПро (Колпино),"Колпино, ул. Труда, 22/15","Московское ш., 177А",1/2 круга,07:00:00,07:10:00,20.0,2400.0
118,3,ЛеманаПро (Колпино),"Колпино, ул. Труда, 22/15","Московское ш., 177А",1/2 круга,07:05:00,07:10:00,20.0,2400.0
119,16,"Санаторий ""Белые ночи""","пос. Первомайское,ул. Советская 4 (маг. Пятерочка"")","38-й км Приморского шоссе, 2",Прямой,07:00:00,07:10:00,19.0,7000.0
120,34,Сатурн (Ст.м. Гражданский Проспект),Ст.м. Гражданский Проспект,"Индустриальный, 71",Прямой,07:10:00,07:10:00,30.0,
121,35,Северные сети,"Ветеранов 122 ""Хостел Лига""","Новогорелово, улица 9",Прямой,07:00:00,07:10:00,19.0,3500.0
122,31,Тим-Профи,"Московское ш., 115с4","Шушары, Новгородский проспект, 2к1",Прямой,07:00:00,07:10:00,19.0,3750.0
123,32,Формация (Ст.м. Проспект Просвещения),Ст.м. Проспект Просвещения,"Горское шоссе, д. 169",Прямой,07:00:00,07:10:00,40.0,
124,32,Формация (Ст.м. Проспект Просвещения),Ст.м. Проспект Просвещения,"Горское шоссе, д. 169",1/2 круга,07:00:00,07:10:00,40.0,
125,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:00:00,07:10:00,55.0,3500.0
126,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Пр. Ветеранов, 21","Волхонское шоссе, 108с5",1/2 круга,07:00:00,07:10:00,19.0,2500.0
127,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Пр. Ветеранов, 21","Волхонское шоссе, 108с5",1/2 круга,07:00:00,07:10:00,55.0,4000.0
128,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Пр. Ветеранов, 23","Волхонское шоссе, 108с5",1/2 круга,07:00:00,07:10:00,19.0,2500.0
129,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",Прямой,07:00:00,07:10:00,19.0,3500.0
130,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:00:00,07:10:00,19.0,
131,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",Прямой,07:00:00,07:10:00,30.0,5600.0
132,10,OZON Парнас,Ст.м. Парнас,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:00:00,07:10:00,50.0,3500.0
133,11,"OZON Рыбацкое (Штат Софийская, 118)","Ст.м. Рыбацкое, 3-й Рыбацкий проезд","Софийская, 118 к.4 стр.1",1/2 круга,07:00:00,07:10:00,20.0,1500.0
134,15,Ай Би Фэсилити (В.О.),ул. Наличная 40к1(карман),"В.О., бульв. Головнина, д. 11 (по ЗСД) - 2 мирика",Прямой,07:00:00,07:15:00,30.0,7516.39
135,15,Ай Би Фэсилити (В.О.),ул. Наличная 40к1(карман) ,"В.О., бульв. Головнина, д. 11 (по ЗСД) - 2 мирика",Прямой,07:00:00,07:15:00,30.0,7516.39
136,13,Бристоль (Ст.м. Московская),"Ст.м. Московская Демонстрационный пр-д, остановка","Волхонское ш., 3к2",Прямой,07:10:00,07:15:00,19.0,3300.0
137,3,ЛеманаПро (Колпино),"Колпино, ул. Труда, 22/15","Московское ш., 177А",1/2 круга,07:05:00,07:15:00,20.0,2400.0
138,37,Один,Дачный 19к1,"Волхонское ш., 4к8 стр. 2",Прямой,07:15:00,07:15:00,20.0,3840.16
139,38,ПАО «Россети Ленэнерго»,Ст.м. Черная речка,"Белоостров, Новое ш., 53А",Прямой,07:05:00,07:15:00,18.0,6000.0
140,39,Тим - Профи,"Корабельная ул., 6к1","Шушары, Школьная ул., 81",Прямой,07:00:00,07:15:00,19.0,3500.0
141,31,Тим-Профи,"Корабельная ул., 6к1","Шушары, Новгородский проспект, 2к1",Прямой,07:00:00,07:15:00,35.0,8333.33333333333
142,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",Прямой,07:05:00,07:15:00,19.0,4500.0
143,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:05:00,07:15:00,55.0,3500.0
144,40,Петрович (ст.м.Гражданский проспект),Ст.м.Гражданский пр.,"ЦО (6-й Верхний переулок, 12В)",Прямой,07:10:00,07:20:00,20.0,1399.0
145,34,Сатурн (Ст.м. Гражданский Проспект),Ст.м. Гражданский Проспект,"Индустриальный, 71",Прямой,07:20:00,07:20:00,20.0,
146,34,Сатурн (Ст.м. Ладожская),Ст.м. Ладожская,"Индустриальный, 71",Прямой,07:20:00,07:20:00,20.0,
147,10,OZON Бугры (ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 50к1",1/2 круга,07:10:00,07:20:00,55.0,3500.0
148,41,Респект,Ст.м. Московская,"6-й Предпортовый пр-д, 14к13",Прямой,07:15:00,07:25:00,19.0,3523.81
149,41,Респект,Ст.м. Московская,"6-й Предпортовый пр-д, 14к13",Прямой,07:15:00,07:25:00,19.0,4000.0
150,39,Тим - Профи,"Хостел ""Мэрибель"", Октябрьская наб., 50","Участок в Кудрово напротив Мурманское ш., 1",Прямой,07:20:00,07:25:00,19.0,3500.0
151,42,"Аюна (Комендантский, 65)","Комендантский проспект, 65","Шафировский пр., 17П",Прямой,07:20:00,07:30:00,35.0,8000.0
152,42,Аюна (ст.м. Проспект Просвещения),Просвещения 31,"Шафировский пр., 17П",Прямой,07:20:00,07:30:00,19.0,4508.2
153,43,ЛСР,Ст.м. Гражданский проспект,"Муринская дорога, 10",Прямой,07:20:00,07:30:00,19.0,2250.0
154,44,НАО Перинт,Ст.м. Дыбенко,"Заневское городское поселение, 1-й проезд, 15/16, территория Соржа",Прямой,07:20:00,07:30:00,50.0,
155,45,Сбербанк,Ст.м. Пл.Ленина,"ул.Львовская, 27",Прямой,07:20:00,07:30:00,40.0,2450.0
156,46,СИП,Корабельная  6,Ленинский пр.100,Прямой,07:20:00,07:30:00,19.0,3000.0
157,31,Тим-Профи,"Шушары, Новгородский проспект, 2к1","Московское ш., 115с4",Прямой,07:20:00,07:30:00,50.0,3750.0
158,47,"ТИС, ""Сестрорецкий курорт""",Ст.м.Черная Речка,"Сестрорецк, ул. Максима Горького, 2",Прямой,07:20:00,07:30:00,19.0,4000.0
159,48,"ТИС, ""Сестрорецкий курорт""",Ст.м.Черная Речка,"Сестрорецк, ул. Максима Горького, 2",Прямой,07:20:00,07:30:00,19.0,4000.0
160,49,ФГУП ФЭО,"Колпино, ж/д станция","Колпино, полигон Красный Бор",1/2 круга,07:20:00,07:30:00,50.0,4770.0
161,49,ФГУП ФЭО,"Колпино, ж/д станция","Колпино, полигон Красный Бор",Прямой,07:20:00,07:30:00,50.0,8990.8
162,50,ХАБ  (ст.м. Московская),Ст.м. Московская,"Волхонское шоссе, 11, лит. Б",1/2 круга,07:20:00,07:30:00,35.0,3750.0
163,51,Деловые Линии,ст.м. Парнас,"1-й Верхний пер., д.12 Б",1/2 круга,07:30:00,07:40:00,50.0,2500.0
164,52,КЛЕВЕР,"Дачный проспект, 19к1","Таллинское ш., д. 206",Прямой,07:30:00,07:40:00,19.0,3524.59
165,27,Равиолло,Ст.м. Проспект Ветеранов,"Петергофское ш., 73к2",Прямой,07:35:00,07:40:00,20.0,2850.0
166,53,"Ресторан ""В чаще""","Мурино, пр. Авиаторов Балтики, 5","Людмилы Кедриной, 23 (Охта парк)",Прямой,07:30:00,07:40:00,20.0,3333.33
167,53,"Ресторан ""В чаще""",Ст.м.Девяткино (через Бугры),"Людмилы Кедриной, 23 (Охта парк)",Прямой,07:30:00,07:40:00,20.0,3250.0
168,54,"Ресторан ""В чаще"" (Парнас)",Ст.м. Парнас (через Бугры),"Людмилы Кедриной, 23 (Охта парк)",Прямой,07:30:00,07:40:00,20.0,3300.0
169,9,OZON Шушары,Ст.м. Шушары,"Московское ш., 145с10",Прямой,07:30:00,07:40:00,20.0,3000.0
170,55,Би Си Си,Ст.м. Проспект Просвещения,"АК ""Левашово""",Прямой,07:35:00,07:45:00,19.0,4000.0
171,56,ЕвроТек,Пр. Маршала Жукова/ пр. Ветеранов,"Терволово, Ленинградская ул., 15Э",Прямой,07:35:00,07:45:00,25.0,5000.0
172,57,ООО АБ Инжиниринг,Ст.м. Проспект Просвещения,"АК ""Левашово""",Прямой,07:35:00,07:45:00,19.0,4000.0
173,40,Петрович (ст.м.Парнас),Ст.м. Парнас,"ЦО (6-й Верхний переулок, 12В)",Прямой,07:45:00,07:45:00,50.0,2000.0
174,27,Равиолло,Ст.м. Проспект Ветеранов,"Петергофское ш., 73к2",Прямой,07:35:00,07:45:00,20.0,2850.0
175,17,СК-Сервис,"Петергофское ш., д. 71",Ст.м.Ветеранов,1/2 круга,07:30:00,07:45:00,30.0,2200.82
176,58,Стоун Айленд,Ст.м. Проспект Просвещения,"Токсово, Зубровник (напротив)",Прямой,07:40:00,07:45:00,19.0,5491.8
177,59,ТИС,Ст.м. Проспект Ветеранов,"Новоселье, ул. Петропавловская дом 13",Прямой,07:30:00,07:45:00,20.0,4508.2
178,1,БТК ОП Порошкино (ст.м. Девяткино),Ст.м. Девяткино,"Всеволожский район, трасса Юкки - Кузьмолово, 7-й километр, 19",Прямой,07:40:00,07:50:00,19.0,5000.0
179,60,МГ,Дачный 19к1,"Волхонское ш., 6 - Волхонское ш., 4",Прямой,07:50:00,07:50:00,20.0,3000.0
180,60,МГ,Дачный 19к1,"Волхонское ш., 6",Прямой,07:50:00,07:50:00,20.0,
